No,Channel,Date,Title,category,product,Media Name,Link URL,Sentiment,brand,company,metric_name,metric_value
29,Online Media,2024-03-13,"Telcos to provide parental control tools to curb kid's use of social media, says Fahmi",Fibre to the Home,All Fibre to the Home Products,BERITAKINI,https://beritakini.biz/telcos-to-provide-parental-control-tools-to-curb-kids-use-of-social-media-says-fahmi/,positive,Time,Time,Ad Value,2000.0
30,Online Media,2024-03-13,"Telcos to provide parental control tools to curb kid's use of social media, says Fahmi",Fibre to the Home,All Fibre to the Home Products,THE STAR ONLINE - MY,https://www.thestar.com.my/news/nation/2024/03/13/telcos-to-provide-parental-control-tools-to-curb-kid039s-use-of-social-media-says-fahmi,positive,Time,Time,Ad Value,11200.0
31,Online Media,2024-12-03,MyIX commences network infrastructure training programme as part of national CSR efforts,"Enterprise, Wholesale, or Public Sector",Enterprise products,I3INVESTOR MY,https://klse.i3investor.com/web/blog/detail/savemalaysia/2024-03-12-story-h-186510565-MyIX_commences_network_infrastructure_training_programme_as_part_of_nat,positive,Time,Time,Ad Value,8400.0
32,Online Media,2024-03-14,Saving kids from social media ills,Fibre to the Home,All Fibre to the Home Products,THE STAR ONLINE - MY,https://www.thestar.com.my/news/nation/2024/03/14/saving-kids-from-social-media-ills,positive,Time,Time,Ad Value,11200.0
33,Online Media,2024-03-19,Sektor telekomunikasi berdepan kekangan kesan ketidaktentuan pelancaran rangkaian kedua 5G – RHB In,"Enterprise, Wholesale, or Public Sector",Enterprise products,DAGANG NEWS,https://www.dagangnews.com/article/sektor-telekomunikasi-berdepan-kekangan-kesan-ketidaktentuan-pelancaran-rangkaian-kedua-5g-rhb-investment-35946,positive,Time,Time,Ad Value,2000.0
34,Online Media,2024-03-21,Cover Story: Less dividends seen for GLICs in 2024 as special payouts wane,All Categories,All products,KLSE SCREENER,https://www.klsescreener.com/v2/news/view/1297409/cover-story-less-dividends-seen-for-glics-in-2024-as-special-payouts-wane,positive,Time,Time,Ad Value,1600.0
35,Online Media,2024-03-21,Cover Story: Less dividends seen for GLICs in 2024 as special payouts wane,All Categories,All products,MSN.COM MALAY,https://www.msn.com/en-my/money/topstories/cover-story-less-dividends-seen-for-glics-in-2024-as-special-payouts-wane/ar-BB1kgrTL,positive,Time,Time,Ad Value,5600.0
36,Online Media,2024-03-21,Cover Story: Less dividends seen for GLICs in 2024 as special payouts wane,All Categories,All products,THE EDGE,https://www.theedgemalaysia.com/node/704146,positive,Time,Time,Ad Value,2000.0
37,Online Media,2024-03-25,AHAM Asset Management shines in mixed assets,All Categories,All products,NEWSWAV.COM,https://newswav.com/article/aham-asset-management-shines-in-mixed-assets-A2403_l9f0Nz,positive,Time,Time,Ad Value,2000.0
38,Online Media,2024-03-26,TIME dotCom CFO Shahnaz Farouque resigns to pursue other opportunities,All Categories,All products,THE EDGE,https://www.theedgemalaysia.com/node/706022,positive,Time,Time,Ad Value,2000.0
39,Online Media,2024-03-26,TIME dotCom CFO Shahnaz Farouque resigns to pursue other opportunities,All Categories,All products,KLSE SCREENER,https://www.klsescreener.com/v2/news/view/1300173/TIME_dotCom_CFO_Shahnaz_Farouque_resigns_to_pursue_other_opportunities,positive,Time,Time,Ad Value,1600.0
40,Online Media,2024-03-27,"Yinson, United Malacca, Kim Loong Resources, Scientex, Glomac, SSF Home, MCE, Marine & General, TIM",All Categories,All products,NEWSWAV.COM,https://newswav.com/article/yinson-united-malacca-kim-loong-resources-scientex-glomac-ssf-home-mce-mari-A2403_DfTL7k,positive,Time,Time,Ad Value,2000.0
41,Online Media,2024-03-27,"Yinson, United Malacca, Kim Loong Resources, Scientex, Glomac, SSF Home, MCE, Marine & General, TIM",All Categories,All products,KLSE SCREENER,https://www.klsescreener.com/v2/news/view/1300363/yinson-united-malacca-kim-loong-resources-scientex-glomac-ssf-home-mce-marine-general-time-dotcom-and-keyfield,positive,Time,Time,Ad Value,1600.0
42,Online Media,2024-03-27,TIME dotCom CFO Shahnaz Farouque resigns to pursue other opportunities,All Categories,All products,MSN.COM MALAY,https://www.msn.com/en-my/money/topstories/time-dotcom-cfo-shahnaz-farouque-resigns-to-pursue-other-opportunities/ar-BB1kyhVi,positive,Time,Time,Ad Value,5600.0
43,Online Media,2024-03-27,"Yinson, United Malacca, Kim Loong Resources, Scientex, Glomac, SSF Home, MCE, Marine & General, TIM",All Categories,All products,MSN.COM MALAY,https://www.msn.com/en-my/money/topstories/yinson-united-malacca-kim-loong-resources-scientex-glomac-ssf-home-mce-marine-general-time-dotcom-and-keyfield/ar-BB1kzyfo,positive,Time,Time,Ad Value,5600.0
44,Online Media,2024-03-26,TIME dotCom CFO Shahnaz Farouque resigns to pursue other opportunities,All Categories,All products,NEWSWAV.COM,https://newswav.com/article/time-dotcom-cfo-shahnaz-farouque-resigns-to-pursue-other-opportunities-A2403_pDFazr,positive,Time,Time,Ad Value,2000.0
45,Online Media,2024-03-27,TIME dotcom CFO Shahnaz Farouque resigns for other career opportunities,All Categories,All products,NST ONLINE - MY,https://www.nst.com.my/business/corporate/2024/03/1030997/time%C2%A0dotcom-cfo-shahnaz-farouque-resigns-other-career,positive,Time,Time,Ad Value,4800.0
46,Online Media,2024-03-27,TIME dotcom CFO Shahnaz Farouque resigns for other career opportunities,All Categories,All products,LUMI NEWS MALAYSIA,https://luminews.my/news/2070285,neutral,Time,Time,Ad Value,2000.0
47,Online Media,2024-03-27,TIME dotcom CFO Shahnaz Farouque resigns for other career opportunities,All Categories,All products,KLSE SCREENER,https://www.klsescreener.com/v2/news/view/1300477/time-dotcom-cfo-shahnaz-farouque-resigns-for-other-career-opportunities,positive,Time,Time,Ad Value,1600.0
48,Online Media,2024-03-27,TIME DotCom CFO Shahnaz Farouque Resigns to Pursue Other Opportunities,All Categories,All products,I3INVESTOR MY,https://klse.i3investor.com/web/blog/detail/ceomorningbrief/2024-03-27-story-h-185497485-TIME_DotCom_CFO_Shahnaz_Farouque_Resigns_to_Pursue_Other_Opportunities,positive,Time,Time,Ad Value,8400.0
49,Online Media,2024-03-27,TIME DotCom CFO Shahnaz Farouque Resigns to Pursue Other Opportunities,All Categories,All products,I3INVESTOR,https://klse1.i3investor.com/blogs/ceomorningbrief/2024-03-27-story-h-185497485-TIME_DotCom_CFO_Shahnaz_Farouque_Resigns_to_Pursue_Other_Opportunities.jsp,positive,Time,Time,Ad Value,1000.0
50,Online Media,2024-03-30,TIME Mula Tawarkan “Speed Boost” Kepada Pelanggan Sedia Ada – Kelajuan Internet Ditingkatkan,Fibre to the Home,All Fibre to the Home Products,AMANZ.MY/WP-CONTENT/WEBP-EXPRESS/WEBP-IMAGES/UPLOADS/2024/03/TIME-600MBPS.JPG.WEBP,https://amanz.my/2024447458/,positive,Time,Time,Ad Value,1000.0
1,Online Media,2024-01-04,Time is rolling out a free Internet speed upgrade to subscribers,Fibre to the Home,All Fibre to the Home Products,THE STAR ONLINE - MY,positive,positive,Time,Time,Ad Value,11200.0
2,Online Media,2024-01-04,Time is rolling out a free Internet speed upgrade to subscribers,Fibre to the Home,All Fibre to the Home Products,TOPSPOTMALAYSIA,positive,positive,Time,Time,Ad Value,2000.0
3,Online Media,2024-02-04,Pelanggan Sedia Ada Time Akan Terima Naik Taraf Kelajuan Percuma,Fibre to the Home,All Fibre to the Home Products,LUMI NEWS MALAYSIA,neutral,neutral,Time,Time,Ad Value,2000.0
4,Online Media,2024-02-04,Pelanggan Sedia Ada Time Akan Terima Naik Taraf Kelajuan Percuma,Fibre to the Home,All Fibre to the Home Products,WISER.MY,negative,negative,Time,Time,Ad Value,3000.0
5,Online Media,2024-02-04,"AIMS to begin construction of Cyberjaya Block 3, eyes completion by 2Q2025","Enterprise, Wholesale, or Public Sector",Enterprise products,KLSE SCREENER,positive,positive,Time,Time,Ad Value,1600.0
6,Online Media,2024-02-04,"AIMS to begin construction of Cyberjaya Block 3, eyes completion by 2Q2025","Enterprise, Wholesale, or Public Sector",Enterprise products,THE EDGE,positive,positive,Time,Time,Ad Value,2000.0
7,Online Media,2024-02-04,"AIMS to begin construction of Cyberjaya Block 3, eyes completion by 2Q2025","Enterprise, Wholesale, or Public Sector",Enterprise products,NEWSWAV.COM,positive,positive,Time,Time,Ad Value,2000.0
8,Online Media,2024-03-04,Time dotCom gives everyone a free broadband speed boost,Fibre to the Home,All Fibre to the Home Products,DISPATCHIST,positive,positive,Time,Time,Ad Value,2000.0
9,Online Media,2024-04-04,Gamuda shares hit new record high as CIMB flags potential data centre jobs,"Enterprise, Wholesale, or Public Sector",Enterprise products,NEWSWAV.COM,neutral,neutral,Time,Time,Ad Value,2000.0
10,Online Media,2024-04-04,料再获数据中心合约 金务大刷新高,All Categories,All products,THE EDGE,neutral,neutral,Time,Time,Ad Value,2000.0
11,Online Media,2024-04-04,料再获数据中心合约 金务大刷新高,All Categories,All products,NEWSWAV.COM,neutral,neutral,Time,Time,Ad Value,2000.0
12,Online Media,2024-04-04,KLSE Screener,All Categories,All products,KLSE SCREENER,neutral,neutral,Time,Time,Ad Value,1600.0
13,Online Media,2024-04-04,Gamuda shares hit new record high as CIMB flags potential data centre jobs,"Enterprise, Wholesale, or Public Sector",Enterprise products,KLSE SCREENER,neutral,neutral,Time,Time,Ad Value,1600.0
14,Online Media,2024-04-04,Gamuda shares hit new record high as CIMB flags potential data centre jobs,"Enterprise, Wholesale, or Public Sector",Enterprise products,THE EDGE,neutral,neutral,Time,Time,Ad Value,2000.0
15,Online Media,2024-03-04,"AIMS to begin construction of Cyberjaya Block 3, eyes completion by 2Q2025","Enterprise, Wholesale, or Public Sector",Enterprise products,EDGE PROPERTY,positive,positive,Time,Time,Ad Value,3000.0
16,Online Media,2024-04-04,Gamuda shares hit new record high as CIMB reports potential data center jobs,"Enterprise, Wholesale, or Public Sector",Enterprise products,NEWS BEEZER - Indonesia,negative,negative,Time,Time,Ad Value,285791.0
17,Online Media,2024-04-04,Gamuda shares hit new record high as CIMB flags potential data centre jobs,"Enterprise, Wholesale, or Public Sector",Enterprise products,MSN.COM MALAY,positive,positive,Time,Time,Ad Value,5600.0
18,Online Media,2024-02-04,"Malaysia’s AIMS completes second expansion in Cyberjaya, announces third expansion","Enterprise, Wholesale, or Public Sector",Enterprise products,DATACENTERDYNAMICS,positive,positive,Time,Time,Ad Value,1000.0
19,Online Media,2024-01-04,Institutional investors own a significant stake of 41% in TIME dotCom Berhad (KLSE:TIMECOM),All Categories,All products,DEVELOPINGTELECOMS.COM,positive,positive,Time,Time,Ad Value,1000.0
20,Online Media,2024-04-16,"Services Restored, TIME Internet Releases Heartfelt Apology",Fibre to the Home,All Fibre to the Home Products,LOWYAT,positive,neutral,Time,Time,Ad Value,8400.0
21,Online Media,2024-04-15,"Time Internet outage affects almost half of its customers, said to be the worst downtime in its history",Fibre to the Home,All Fibre to the Home Products,SOYACINCAU,positive,neutral,Time,Time,Ad Value,3000.0
22,Online Media,2024-04-15,Pelanggan TIME alami gangguan internet?,Fibre to the Home,All Fibre to the Home Products,ASTRO AWANI,negative,negative,Time,Time,Ad Value,3600.0
23,Online Media,2024-04-16,"Time Internet outage affects almost half of its customers, said to be the worst downtime in its history",Fibre to the Home,All Fibre to the Home Products,MSN.COM,neutral,neutral,Time,Time,Ad Value,5600.0
24,Online Media,2024-04-15,Time Charge N Go: Say hello to the fibre company’s new EV charging venture,"Enterprise, Wholesale, or Public Sector",Enterprise products,SOYACINCAU,negative,neutral,Time,Time,Ad Value,3000.0
1,Online Media,2024-05-20,Data centre-linked stocks gain traction on news flow,"Enterprise, Wholesale, or Public Sector",Enterprise products,NEWSWAV.COM,positive,positive,Time,Time,Ad Value,2000.0
2,Online Media,2024-05-20,Data centre-linked stocks gain traction on news flow,"Enterprise, Wholesale, or Public Sector",Enterprise products,THE EDGE,positive,positive,Time,Time,Ad Value,2000.0
3,Online Media,2024-05-20,Data centre-linked stocks gain traction on news flow,"Enterprise, Wholesale, or Public Sector",Enterprise products,KLSE SCREENER,positive,positive,Time,Time,Ad Value,1600.0
4,Online Media,2024-05-20,Data centre-linked stocks gain traction on news flow,"Enterprise, Wholesale, or Public Sector",Enterprise products,I3INVESTOR MY,positive,positive,Time,Time,Ad Value,8400.0
5,Online Media,2024-05-20,Data centre-linked stocks gain traction on news flow,"Enterprise, Wholesale, or Public Sector",Enterprise products,I3INVESTOR,positive,positive,Time,Time,Ad Value,1000.0
6,Online Media,2024-05-20,Data centre-linked stocks gain traction on news flow,"Enterprise, Wholesale, or Public Sector",Enterprise products,MSN.COM MALAY,positive,positive,Time,Time,Ad Value,5600.0
7,Online Media,2024-05-20,Data center-related stocks are gaining prominence in the news flow,"Enterprise, Wholesale, or Public Sector",Enterprise products,NEWS BEEZER - Indonesia,positive,positive,Time,Time,Ad Value,285791.0
8,Online Media,2024-05-20,Data centre-linked stocks gain traction on news flow,"Enterprise, Wholesale, or Public Sector",Enterprise products,VNEXPLORER.NET,positive,positive,Time,Time,Ad Value,5000.0
9,Online Media,2024-05-30,Time DotCom - Staying Focused,"Enterprise, Wholesale, or Public Sector",Enterprise products,I3INVESTOR,positive,positive,Time,Time,Ad Value,1000.0
10,Online Media,2024-05-30,Time DotCom - Staying Focused,"Enterprise, Wholesale, or Public Sector",Enterprise products,I3INVESTOR MY,positive,positive,Time,Time,Ad Value,8400.0
11,Online Media,2024-05-31,TdC retail ops gaining momentum on reach expansion,Fibre to the Home,Fibre to the Home - 12 Months Contract,THE STAR ONLINE - MY,positive,positive,Time,Time,Ad Value,11200.0
1,Online Media,2024-06-14,TIME Internet Launches 12-Month Plan Starting At RM119 Per Month For Frequent Movers And Renters,Fibre to the Home,Fibre to the Home - 12 Months Contract,NEWSWAV.COM,positive,positive,Time,Time,Ad Value,2000.0
2,Online Media,2024-12-06,TIME Internet Introduces New 12-Month Plan; Starts From RM119/month,Fibre to the Home,Fibre to the Home - 12 Months Contract,LOWYAT,positive,positive,Time,Time,Ad Value,8400.0
3,Online Media,2024-06-14,TIME Internet Launches 12-Month Plan Starting At RM119 Per Month For Frequent Movers And Renters,Fibre to the Home,Fibre to the Home - 12 Months Contract,LUMI NEWS MALAYSIA,positive,positive,Time,Time,Ad Value,2000.0
4,Online Media,2024-06-14,Time lancar pelan Internet 12 bulan baharu untuk penyewa dan mereka yang kerap pindah,Fibre to the Home,Fibre to the Home - 12 Months Contract,TECHNAVE BM,positive,positive,Time,Time,Ad Value,3000.0
5,Online Media,2024-06-14,"Renters & frequent movers in M'sia, TIME has a new 12-mth internet plan to match your lease",Fibre to the Home,Fibre to the Home - 12 Months Contract,NEWSWAV.COM,neutral,positive,Time,Time,Ad Value,2000.0
6,Online Media,2024-06-14,"Renters & frequent movers in M'sia, TIME has a new 12-mth internet plan to match your lease",Fibre to the Home,Fibre to the Home - 12 Months Contract,VULCAN POST,neutral,positive,Time,Time,Ad Value,3000.0
1,Online Media,2024-07-17,TIME dotCom Berhad - “Retail Drives Growth with Strong Data Demand”,Fibre to the Home,All Fibre to the Home Products,I3INVESTOR,positive,positive,Time,Time,Ad Value,1000.0
2,Online Media,2024-07-17,TIME dotCom Berhad - “Retail Drives Growth with Strong Data Demand”,Fibre to the Home,All Fibre to the Home Products,I3INVESTOR MY,positive,positive,Time,Time,Ad Value,8400.0
1,Online,2024-10-08,TIME tawar router WiFi 7 percuma untuk pelanggan baru 600Mpbs dan 1Gbps,Fibre to the Home,"600Mbps, 1Gbps",Fuzz My,Neutral News,Neutral News,Time,Time,Ad Value,2000.0
2,Online,2024-09-08,Time Tawar Router WiFi 7 Percuma Untuk Langganan 600Mbps Dan 1Gbps,Fibre to the Home,"600Mbps, 1Gbps",ohsemput.com,Neutral News,Neutral News,Time,Time,Ad Value,2000.0
3,Online,2024-09-08,Time now bundles WiFi 7 router on 600Mbps and 1Gbps fibre broadband plans,Fibre to the Home,"600Mbps, 1Gbps",SoyaCincau,Neutral News,Neutral News,Time,Time,Ad Value,3000.0
4,Online,2024-09-08,Time now bundles WiFi 7 router on 600Mbps and 1Gbps fibre broadband plans,Fibre to the Home,"600Mbps, 1Gbps",www.msn.com,Neutral News,Neutral News,Time,Time,Ad Value,5600.0
5,Online,2024-09-08,Time now bundles WiFi 7 router on 600Mbps and 1Gbps fibre broadband plans,Fibre to the Home,"600Mbps, 1Gbps",newswav,Neutral News,Neutral News,Time,Time,Ad Value,2000.0
6,Online,2024-09-08,Time Tawar Router WiFi 7 Percuma Untuk Langganan 600Mbps Dan 1Gbps,Fibre to the Home,"600Mbps, 1Gbps",vireal hub,Neutral News,Neutral News,Time,Time,Ad Value,4000.0
7,Online,2024-09-08,Time Tawar Router WiFi 7 Percuma Untuk Langganan 600Mbps Dan 1Gbps,Fibre to the Home,"600Mbps, 1Gbps",wiser.my BM,Neutral News,Neutral News,Time,Time,Ad Value,3000.0
8,Online,2024-09-08,TIME Internet Offering Free WiFi 7 Devices To New 600Mbps And 1Gbps Subscribers,Fibre to the Home,"600Mbps, 1Gbps",Lowyat.net,Positive News,Positive News,Time,Time,Ad Value,8400.0
9,Online,2024-09-08,TIME Internet Menawarkan WiFi Percuma untuk 7 Peranti kepada Pelanggan Baru 600Mbps dan 1Gbps,Fibre to the Home,"600Mbps, 1Gbps",Edisi Viral,Positive News,Positive News,Time,Time,Ad Value,2000.0
10,Online,2024-09-08,TIME Spearheading WiFi 7 Adoption in Malaysia: Free Devices with Existing Plans,Fibre to the Home,"600Mbps, 1Gbps",Adam Lobo TV,Neutral News,Neutral News,Time,Time,Ad Value,3000.0
11,Newspaper,2024-09-08,Time brings Wifi 7 to customers' homes,Fibre to the Home,"600Mbps, 1Gbps",Asia Times (Pulse),Positive News,Positive News,Time,Time,Ad Value,59.1
12,Newspaper,2024-09-08,Time brings WiFi 7 to customers' homes,Fibre to the Home,"600Mbps, 1Gbps",The Sun,Positive News,Positive News,Time,Time,Ad Value,521.85
13,Online,2024-08-08,TIME Menawarkan Pelan Internet Dengan Pilihan Kontrak 12 Bulan,Fibre to the Home,"600Mbps, 1Gbps",bicarakuu.blogspot.com,Positive News,Positive News,Time,Time,Ad Value,1000.0
14,Online,2024-08-08,"TIME bagi Router WiFi 7 percuma kepada pelanggan, pertama di Malaysia",Fibre to the Home,"600Mbps, 1Gbps",Soya Cincau BM,Positive News,Positive News,Time,Time,Ad Value,3600.0
15,Online,2024-08-08,"TIME announced that it will provide users with WiFi 7 routers, which can be obtained for free or upgraded at RM19 per month for selected packages",Fibre to the Home,"600Mbps, 1Gbps",Technave CN,Positive News,Positive News,Time,Time,Ad Value,3000.0
16,Online,2024-08-08,TIME Internet offers WiFi 7 router on 600Mbps and 1Gbps plan,Fibre to the Home,"600Mbps, 1Gbps",KL Gadget Guy,Positive News,Positive News,Time,Time,Ad Value,3000.0
17,Online,2024-08-08,TIME subscribers can now get WiFi 7 devices for free or upgrade from RM19 per month,Fibre to the Home,"600Mbps, 1Gbps",Lumi News Malaysia,Neutral News,Neutral News,Time,Time,Ad Value,2000.0
18,Online,2024-08-08,"TIME announced that it will provide users with WiFi 7 routers, which can be obtained for free or upgraded at RM19 per month for selected packages",Fibre to the Home,"600Mbps, 1Gbps",Lumi News Malaysia CN,Neutral News,Neutral News,Time,Time,Ad Value,2000.0
19,Online,2024-08-08,Time To Offer Free WiFi 7 Devices With Existing Plans,Fibre to the Home,"600Mbps, 1Gbps",Lumi News Malaysia,Neutral News,Neutral News,Time,Time,Ad Value,2000.0
20,Online,2024-08-08,TIME kini tawarkan 'router' WiFi 7 dalam semua pelan internetnya,Fibre to the Home,"600Mbps, 1Gbps",Lumi News Malaysia BM,Neutral News,Neutral News,Time,Time,Ad Value,2000.0
21,Online,2024-08-08,TIME Internet offers WiFi 7 router on 600Mbps and 1Gbps plan,Fibre to the Home,"600Mbps, 1Gbps",Newswav.com,Positive News,Positive News,Time,Time,Ad Value,2000.0
22,Online,2024-08-08,"TIME bagi Router WiFi 7 percuma kepada pelanggan, pertama di Malaysia",Fibre to the Home,"600Mbps, 1Gbps",Newswav.com BM,Positive News,Positive News,Time,Time,Ad Value,2000.0
23,Online,2024-08-08,TIME subscribers can now get WiFi 7 devices for free or upgrade from RM19 per month,Fibre to the Home,"600Mbps, 1Gbps",TechNave,Positive News,Positive News,Time,Time,Ad Value,3000.0
24,Online,2024-08-08,Time To Offer Free WiFi 7 Devices With Existing Plans,Fibre to the Home,"600Mbps, 1Gbps",TechTRP,Positive News,Positive News,Time,Time,Ad Value,3000.0
25,Online,2024-08-08,TIME Launches Latest Generation Of Wireless Networking,Fibre to the Home,"600Mbps, 1Gbps",Business Today,Positive News,Positive News,Time,Time,Ad Value,2000.0
27,Online Media,2024-08-08,Time To Offer Free WiFi 7 Devices With Existing Plans,Fibre to the Home,"600Mbps, 1Gbps",TECH TRP,positive,positive,Time,Time,Ad Value,3000.0
28,Online Media,2024-09-08,TIME Internet Offering Free WiFi 7 Devices To New 600Mbps And 1Gbps Subscribers,Fibre to the Home,"600Mbps, 1Gbps",LOWYAT,positive,positive,Time,Time,Ad Value,8400.0
29,Online Media,2024-09-08,TIME Internet Menawarkan WiFi 7 kepada Pelanggan Baru 600Mbps dan 1Gbps,Fibre to the Home,"600Mbps, 1Gbps",Plus Edisi Viral,positive,positive,Time,Time,Ad Value,1000.0
30,Online Media,2024-08-26,"TIME dotCom posts RM99m profit, 18.93 sen dividend in 2Q",All Categories,All products,NEWSWAV.COM,negative,negative,Time,Time,Ad Value,2000.0
31,Online Media,2024-08-26,"Time Dotcom's 2Q Net Profit Down To RM99.05 Mln, Declares Special Dividend",All Categories,All products,BERNAMA - MY,positive,positive,Time,Time,Ad Value,5000.0
32,Online Media,2024-08-26,"TIME dotCom posts RM99m profit, 18.93 sen dividend in 2Q",All Categories,All products,KLSE SCREENER,positive,positive,Time,Time,Ad Value,1600.0
33,Online Media,2024-08-26,"TIME dotCom posts RM99m profit, 18.93 sen dividend in 2Q",All Categories,All products,THE EDGE,positive,positive,Time,Time,Ad Value,2000.0
34,Online Media,2024-08-26,"TIME dotCom posts RM99m profit, 18.93 sen dividend in 2Q",All Categories,All products,MSN.COM MALAY,positive,positive,Time,Time,Ad Value,5600.0
35,Online Media,2024-08-26,"Tropicana, KUB Malaysia, Infraharta, Texchem, T7 Global, Globaltec, Velesto, Signature Internationa",All Categories,All products,THE EDGE,positive,positive,Time,Time,Ad Value,2000.0
36,Online Media,2024-08-27,"Tropicana, KUB Malaysia, Infraharta, Texchem, T7 Global, Globaltec, Velesto, Signature Internationa",All Categories,All products,KLSE SCREENER,positive,positive,Time,Time,Ad Value,1600.0
37,Online Media,2024-08-27,"Tropicana, KUB Malaysia, Infraharta, Texchem, T7 Global, Globaltec, Velesto, Signature Internationa",All Categories,All products,KLSE SCREENER,positive,positive,Time,Time,Ad Value,1600.0
38,Online Media,2024-08-27,"Tropicana, KUB Malaysia, Infraharta, Texchem, T7 Global, Globaltec, Velesto, Signature Internationa",All Categories,All products,MSN.COM MALAY,positive,positive,Time,Time,Ad Value,5600.0
39,Online Media,2024-08-26,"TIME dotCom posts RM99m profit, 18.93 sen dividend in 2Q",All Categories,All products,PICK STOCK,positive,positive,Time,Time,Ad Value,3000.0
40,Online Media,2024-08-27,"Time Dotcom's Q2 net profit down to RM99.05 mil, declares special dividend",All Categories,All products,NST ONLINE - MY,positive,positive,Time,Time,Ad Value,4800.0
41,Online Media,2024-08-27,"TIME DotCom Posts RM99m Profit, 18.93 Sen Dividend in 2Q",All Categories,All products,I3INVESTOR,positive,positive,Time,Time,Ad Value,1000.0
42,Online Media,2024-08-27,"Time Dotcom's Q2 net profit down to RM99.05 mil, declares special dividend",All Categories,All products,KLSE SCREENER,positive,positive,Time,Time,Ad Value,1600.0
43,Online Media,2024-08-27,"Time Dotcom's Q2 net profit down to RM99.05 mil, declares special dividend",All Categories,All products,LUMI NEWS MALAYSIA,neutral,neutral,Time,Time,Ad Value,2000.0
44,Online Media,2024-08-27,"TIME DotCom Posts RM99m Profit, 18.93 Sen Dividend in 2Q",All Categories,All products,I3INVESTOR MY,positive,positive,Time,Time,Ad Value,8400.0
45,Online Media,2024-08-26,Untung bersih Time Dotcom susut kepada RM99.05 juta,All Categories,All products,BHARIAN ONLINE - MY,positive,positive,Time,Time,Ad Value,6400.0
46,Online Media,2024-08-26,"Untung Bersih Suku Kedua Time Dotcom Susut Kepada RM99.05 Juta, Umum Dividen Khas",All Categories,All products,BERNAMA - MY,positive,positive,Time,Time,Ad Value,5000.0
47,Online Media,2024-08-26,TIME dotCom second quarter net profit was 99.05 million and its dividend was 18.93 cents,All Categories,All products,NEWSWAV.COM,neutral,neutral,Time,Time,Ad Value,2000.0
48,Online Media,2024-08-26,Pendapatan Time dotCom pada 1HFY24 naik 10.4% didorong permintaan data berterusan,All Categories,All products,NEWSWAV.COM,neutral,neutral,Time,Time,Ad Value,2000.0
49,Online Media,2024-08-26,Time delivers robust 1H 2024 results,All Categories,All products,NEWSWAV.COM,positive,positive,Time,Time,Ad Value,2000.0
50,Online Media,2024-08-26,TIME dotCom second quarter net profit was 99.05 million and its dividend was 18.93 cents,All Categories,All products,THE EDGE,neutral,neutral,Time,Time,Ad Value,2000.0
51,Online Media,2024-08-26,Pendapatan Time dotCom pada 1HFY24 naik 10.4% didorong permintaan data berterusan,All Categories,All products,DAGANG NEWS,positive,positive,Time,Time,Ad Value,2000.0
52,Online Media,2024-08-26,TIME dotCom second quarter net profit was 99.05 million and its dividend was 18.93 cents,All Categories,All products,KLSE SCREENER,neutral,neutral,Time,Time,Ad Value,1000.0
53,Online Media,2024-08-27,Time DotCom - Holding Out For a New Narrative,All Categories,All products,I3INVESTOR MY,positive,positive,Time,Time,Ad Value,8400.0
54,Online Media,2024-08-27,Time DotCom - Holding Out For a New Narrative,All Categories,All products,I3INVESTOR,positive,positive,Time,Time,Ad Value,1000.0
55,Online Media,2024-08-27,"Untung Bersih Suku Kedua Time Dotcom Susut Kepada RM99.05 Juta, Umum Dividen Khas",All Categories,All products,THE KAPITAL,positive,positive,Time,Time,Ad Value,3000.0
56,Online Media,2024-08-27,Time records quarterly earnings of RM99mil,All Categories,All products,THE STAR ONLINE - MY,positive,positive,Time,Time,Ad Value,11200.0
57,Online Media,2024-08-27,TIME's Appealing Yield Offers Some Downside Protection,All Categories,All products,BUSINESS TODAY MY,positive,positive,Time,Time,Ad Value,2000.0
58,Online Media,2024-08-27,"Time Dotcom's Q2 net profit down to RM99.05 mil, declares special dividend",All Categories,All products,PICK STOCK,positive,positive,Time,Time,Ad Value,3000.0
59,Online Media,2024-08-27,MQ Market Updates - 27 August 2024,All Categories,All products,I3INVESTOR,positive,positive,Time,Time,Ad Value,1000.0
60,Online Media,2024-08-27,MQ Market Updates - 27 August 2024,All Categories,All products,I3INVESTOR MY,positive,positive,Time,Time,Ad Value,8400.0
61,Online Media,2024-08-27,"Time Dotcom's 2Q Net Profit Down To RM99.05 Mln, Declares Special Dividend",All Categories,All products,MALAYSIA NEWS GAZETTE,positive,positive,Time,Time,Ad Value,3000.0
62,Online Media,2024-08-27,"Time Dotcom's 2Q Net Profit Down To RM99.05 Mln, Declares Special Dividend",All Categories,All products,SINGAPORE NEWS GAZETTE,positive,positive,Time,Time,Ad Value,30066290.0
63,Online Media,2024-08-27,"Time Dotcom's 2Q Net Profit Down To RM99.05 Mln, Declares Special Dividend",All Categories,All products,MALAYSIAN TRIBUNE,positive,positive,Time,Time,Ad Value,2000.0
1,Online Media,2024-02-09,We Think TIME dotCom Berhad's (KLSE:TIMECOM) Robust Earnings Are Conservative,All Categories,All products,YAHOO FINANCE - SG,positive,positive,Time,Time,Ad Value,48106.0
2,Online Media,2024-03-09,TM has ample headroom for more dividends,All Categories,All products,THE STAR ONLINE - MY,positive,positive,Time,Time,Ad Value,27726.0
