No,Channel,Date,Title,category,product,Media Name,Link URL,Sentiment,brand,company,metric_name,metric_value
3,Online Media,2024-04-09,"BIMB keeps ‘overweight' call on telco sector on better 5G monetisation and certainty, data centres",All Categories,All products,KLSE SCREENER,positive,positive,Time,Time,Ad Value,1200.0
4,Online Media,2024-04-09,"BIMB keeps ‘overweight' call on telco sector on better 5G monetisation and certainty, data centres",All Categories,All products,THE EDGE,positive,positive,Time,Time,Ad Value,3000.0
5,Online Media,2024-04-09,5G和数据中心带动 BIMB维持电讯业增持评级,All Categories,All products,KLSE SCREENER,neutral,neutral,Time,Time,Ad Value,1200.0
6,Online Media,2024-04-09,5G和数据中心带动 BIMB维持电讯业增持评级,All Categories,All products,THE EDGE,neutral,neutral,Time,Time,Ad Value,3000.0
7,Online Media,2024-04-09,"Telekom Malaysia miliki ruang luas meningkatkan dividen, kata firma penganalisis",All Categories,All products,DAGANG NEWS,positive,neutral,Time,Time,Ad Value,2000.0
8,Online Media,2024-06-09,Furious Malaysians want MACC to probe Khazanah's FashionValet fire-sale of one-tenth its 2019 value,All Categories,All products,I3INVESTOR MY,negative,negative,Time,Time,Ad Value,8400.0
9,Online Media,2024-06-09,Furious Malaysians want MACC to probe Khazanah's FashionValet fire-sale of one-tenth its 2019 value,All Categories,All products,I3INVESTOR,negative,negative,Time,Time,Ad Value,1000.0
10,Online Media,2024-09-09,马来西亚 MCMC 被要求放弃 DNS 重定向方案,All Categories,All products,KIA,neutral,neutral,Time,Time,Ad Value,1000.0
11,Online Media,2024-10-09,[Trading Central] Time dotCom: short term rebound towards 5.27,All Categories,All products,SHAREINVESTOR.COM,negative,negative,Time,Time,Ad Value,6872.0
12,Online Media,2024-12-09,[Trading Central] Time dotCom: the downside prevails as long as 4.85 is resistance,All Categories,All products,SHAREINVESTOR.COM,negative,negative,Time,Time,Ad Value,6872.0
1,Online Media,2024-04-01,MyIX to Provide Free Network Infrastructure Training Course,"Enterprise, Wholesale, or Public Sector",Enterprise products,BIZVANTAGE 360,https://bizvantage360.com/myix-to-provide-free-network-infrastructure-training-course/,positive,Time,Time,PR Value,6000.0
2,Online Media,2024-04-01,MyIX Now Offers a Free Network Infrastructure Training Course,"Enterprise, Wholesale, or Public Sector",Enterprise products,BUSINESS CIRCLE KL,https://businesscirclekl.com/myix-now-offers-a-free-network-infrastructure-training-course/,positive,Time,Time,PR Value,2000.0
3,Online Media,2024-04-01,MyIX Offers Free 7-Day Network Infrastructure Training Course,"Enterprise, Wholesale, or Public Sector",Enterprise products,TECHBARISSTA,https://www.techbarrista.com/myix-offers-free-7-day-network-infrastructure-training-course/,positive,Time,Time,PR Value,4000.0
4,Online Media,2024-04-01,MyIX Initiates Free 7-Day Network Infrastructure Training Course in Line with CSR Initiatives,"Enterprise, Wholesale, or Public Sector",Enterprise products,MALAYSIA KINI - MY,https://www.malaysiakini.com/announcement/692086,positive,Time,Time,PR Value,22400.0
5,Online Media,2024-04-01,"MDEC commends MyIX for ‘keeping internet traffic local', developing local talent","Enterprise, Wholesale, or Public Sector",Enterprise products,NEWSWAV.COM,https://newswav.com/article/mdec-commends-myix-for-keeping-internet-traffic-local-developing-local-tale-A2401_oeLRDA,positive,Time,Time,PR Value,4000.0
6,Online Media,2024-04-01,"MDEC commends MyIX for ‘keeping internet traffic local', developing local talent","Enterprise, Wholesale, or Public Sector",Enterprise products,FOCUS MALAYSIA,https://focusmalaysia.my/mdec-commends-myix-for-keeping-internet-traffic-local-developing-local-talent/,positive,Time,Time,PR Value,8000.0
7,Online Media,2024-04-01,"MDEC commends MyIX for ‘keeping internet traffic local', developing local talent","Enterprise, Wholesale, or Public Sector",Enterprise products,I3INVESTOR MY,https://klse.i3investor.com/web/blog/detail/savemalaysia/2024-01-04-story-h-211356325-MDEC_commends_MyIX_for_keeping_internet_traffic_local_developing_local_,positive,Time,Time,PR Value,16800.0
8,TV,2024-05-01,Sarawak Tuan Rumah Sambut Hawana 2024,"Enterprise, Wholesale, or Public Sector",Enterprise products,Bernama News Channel,https://dxtan-cdn.dxt360.app/202404031406/e3e9b2a72739146e5d3352a62c19a78d/broadcast/media/NAMA/202401/36937211.MP4,neutral,Time,Time,PR Value,43500.0
9,Printmedia,2024-08-01,INSIDER MOVES,"Enterprise, Wholesale, or Public Sector",Enterprise products,The Edge,https://dxtan-cdn.dxt360.app/202404031406/78baa12d35ab0bc7c5ca524ff6cdc84f/broadcast/media/NAMA/202401/36977197.JPG,neutral,Time,Time,PR Value,27051.0
10,Online Media,2024-08-01,2023 - NEWSMAKERS: CORPORATE PERSONALITIES MAKING WAVES,"Enterprise, Wholesale, or Public Sector",Enterprise products,THE EDGE,https://theedgemalaysia.com/node/695653,positive,Time,Time,PR Value,4000.0
11,Online Media,2024-08-01,2023 - NEWSMAKERS: A YEAR OF M&As,"Enterprise, Wholesale, or Public Sector",Enterprise products,NEWSWAV.COM,https://newswav.com/article/2023-newsmakers-a-year-of-m-as-A2401_z9NYLq,positive,Time,Time,PR Value,4000.0
12,Online Media,2024-08-01,2023 - NEWSMAKERS: CORPORATE PERSONALITIES MAKING WAVES,"Enterprise, Wholesale, or Public Sector",Enterprise products,NEWSWAV.COM,https://newswav.com/article/2023-newsmakers-corporate-personalities-making-waves-A2401_8dKGQh,positive,Time,Time,PR Value,4000.0
13,Online Media,2024-08-01,2023 - NEWSMAKERS: CORPORATE PERSONALITIES MAKING WAVES,"Enterprise, Wholesale, or Public Sector",Enterprise products,KLSE SCREENER,https://www.klsescreener.com/v2/news/view/1259031/2023-newsmakers-corporate-personalities-making-waves,positive,Time,Time,PR Value,3200.0
14,Online Media,2024-08-01,2023 - NEWSMAKERS: A YEAR OF M&As,"Enterprise, Wholesale, or Public Sector",Enterprise products,KLSE SCREENER,https://www.klsescreener.com/v2/news/view/1259033/2023-newsmakers-a-year-of-m-as,positive,Time,Time,PR Value,3200.0
15,Online Media,2024-08-01,2023 - NEWSMAKERS: CORPORATE PERSONALITIES MAKING WAVES,"Enterprise, Wholesale, or Public Sector",Enterprise products,MSN.COM MALAY,https://www.msn.com/en-my/money/topstories/2023-newsmakers-corporate-personalities-making-waves/ar-AA1mBDLG,positive,Time,Time,PR Value,11200.0
16,Online Media,2024-09-01,Deals of 2023: Best Mergers & Acquisitions,All Categories,All products,THE EDGE,https://www.theedgemalaysia.com/node/695237,positive,Time,Time,PR Value,4000.0
17,Online Media,2024-09-01,Deals Of 2023: Best Share Placement,All Categories,All products,THE EDGE,https://theedgemalaysia.com/node/695242,negative,Time,Time,PR Value,4000.0
18,Online Media,2024-09-01,Deals Of 2023: Best Share Placement,All Categories,All products,KLSE SCREENER,https://www.klsescreener.com/v2/news/view/1259941/Deals_Of_2023_Best_Share_Placement,negative,Time,Time,PR Value,3200.0
19,Online Media,2024-09-01,Deals of 2023: Best Mergers & Acquisitions,All Categories,All products,KLSE SCREENER,https://www.klsescreener.com/v2/news/view/1259923/deals-of-2023-best-mergers-acquisitions,positive,Time,Time,PR Value,3200.0
20,Online Media,2024-09-01,Deals Of 2023: Best Share Placement,All Categories,All products,KLSE SCREENER,https://www.klsescreener.com/v2/news/view/1259941/deals-of-2023-best-share-placement,negative,Time,Time,PR Value,3200.0
21,Printmedia,2024-11-01,Supportline,"Enterprise, Wholesale, or Public Sector",Enterprise products,The Star,https://dxtan-cdn.dxt360.app/202404031406/39532096d929291fe0a1ede9ae58cfc8/broadcast/media/NAMA/202401/37151348.JPG,neutral,Time,Time,PR Value,32611.0
22,Online Media,2024-09-01,Deals of 2023: Best Mergers & Acquisitions,All Categories,All products,MSN.COM MALAY,https://www.msn.com/en-my/money/topstories/deals-of-2023-best-mergers-acquisitions/ar-AA1mG7qC,positive,Time,Time,PR Value,11200.0
23,Online Media,2024-09-01,Deals Of 2023: Best Share Placement,All Categories,All products,NEWSWAV.COM,https://newswav.com/article/deals-of-2023-best-share-placement-A2401_Vu2hge,negative,Time,Time,PR Value,4000.0
24,Printmedia,2024-11-01,"Bank Islam: This year will be a good year for the Malaysia stock market, with the KLCI expected to reach 1,720 points",All Categories,All products,Nanyang Siang Pau,https://dxtan-cdn.dxt360.app/202404031406/3d7c3669e1c0b63aa91e25d48ad9283c/broadcast/media/NAMA/202401/37169162.JPG,neutral,Time,Time,PR Value,6868.0
25,Online Media,2024-01-16,Telecommunications - Not a Clear Line,All Categories,All products,I3INVESTOR,https://klse1.i3investor.com/blogs/rhbinvest/2024-01-16-story-h-210463272-Telecommunications_Not_a_Clear_Line.jsp,positive,Time,Time,PR Value,2000.0
26,Online Media,2024-01-16,Telecommunications - Not a Clear Line,All Categories,All products,I3INVESTOR MY,https://klse.i3investor.com/web/blog/detail/rhbinvest/2024-01-16-story-h-210463272-Telecommunications_Not_a_Clear_Line,positive,Time,Time,PR Value,16800.0
27,Online Media,2024-01-16,"Insider Moves: Minetech Resources Bhd, Jiankun International Bhd, Frontken Corp Bhd, CCK Consolidat","Enterprise, Wholesale, or Public Sector",Enterprise products,THE EDGE,https://www.theedgemalaysia.com/node/696742,positive,Time,Time,PR Value,4000.0
28,Online Media,2024-01-16,"Insider Moves: Minetech Resources Bhd, Jiankun International Bhd, Frontken Corp Bhd, CCK Consolidat","Enterprise, Wholesale, or Public Sector",Enterprise products,NEWSWAV.COM,https://newswav.com/article/insider-moves-minetech-resources-bhd-jiankun-international-bhd-frontken-cor-A2401_VFIAgS,positive,Time,Time,PR Value,4000.0
29,Online Media,2024-01-16,"Insider Moves: Minetech Resources Bhd, Jiankun International Bhd, Frontken Corp Bhd, CCK Consolidat","Enterprise, Wholesale, or Public Sector",Enterprise products,KLSE SCREENER,https://www.klsescreener.com/v2/news/view/1263523/insider-moves-minetech-resources-bhd-jiankun-international-bhd-frontken-corp-bhd-cck-consolidated-holdings-bhd-eden-inc-bhd-time-dotcom-bhd,positive,Time,Time,PR Value,3200.0
30,Online Media,2024-01-16,"Insider Moves: Minetech Resources Bhd, Jiankun International Bhd, Frontken Corp Bhd, CCK Consolidat","Enterprise, Wholesale, or Public Sector",Enterprise products,KLSE SCREENER,https://www.klsescreener.com/v2/news/view/1263523/Insider_Moves_Minetech_Resources_Bhd_Jiankun_International_Bhd_Frontken_Corp_Bhd_CCK_Consolidated_Holdings_Bhd_Eden_Inc_Bhd_TIME_dotCom_Bhd,positive,Time,Time,PR Value,3200.0
31,Online Media,2024-01-16,"Insider Moves: Minetech Resources Bhd, Jiankun International Bhd, Frontken Corp Bhd, CCK Consolidat","Enterprise, Wholesale, or Public Sector",Enterprise products,MSN.COM MALAY,https://www.msn.com/en-my/money/topstories/insider-moves-minetech-resources-bhd-jiankun-international-bhd-frontken-corp-bhd-cck-consolidated-holdings-bhd-eden-inc-bhd-time-dotcom-bhd/ar-AA1n2kHT,positive,Time,Time,PR Value,11200.0
32,Online Media,2024-01-16,"Telecommunications – No Clear Line, RHB Stays On Neutral",All Categories,All products,BUSINESS TODAY MY,https://www.businesstoday.com.my/2024/01/16/telecommunications-no-clear-line-rhb-stays-on-neutral/,positive,Time,Time,PR Value,4000.0
33,Online Media,2024-01-25,Blog: Mplus Market Pulse - 8 Nov 2021,All Categories,All products,I3INVESTOR,https://klse1.i3investor.com/servlets/forum/600623460.jsp,positive,Time,Time,PR Value,2000.0
34,Online Media,2024-01-26,"Telcos, developers set to gain from data centre boom — CIMB, KAF",All Categories,All products,KLSE SCREENER,https://www.klsescreener.com/v2/news/view/1268877/telcos-developers-set-to-gain-from-data-centre-boom-cimb-kaf,positive,Time,Time,PR Value,3200.0
35,Online Media,2024-01-26,"Telcos, developers set to gain from data centre boom — CIMB, KAF",All Categories,All products,THE EDGE,https://www.theedgemalaysia.com/node/698667,positive,Time,Time,PR Value,4000.0
36,Online Media,2024-01-26,"Telcos, developers set to gain from data centre boom — CIMB, KAF",All Categories,All products,NEWSWAV.COM,https://newswav.com/article/telcos-developers-set-to-gain-from-data-centre-boom-cimb-kaf-A2401_cNksMZ,positive,Time,Time,PR Value,4000.0
37,Online Media,2024-01-26,"Telcos, developers set to gain from data centre boom — CIMB, KAF",All Categories,All products,KLSE SCREENER,https://www.klsescreener.com/v2/news/view/1268877/Telcos_developers_set_to_gain_from_data_centre_boom_CIMB_KAF,positive,Time,Time,PR Value,3200.0
38,Online Media,2024-01-26,"Telcos, developers set to gain from data centre boom — CIMB, KAF",All Categories,All products,MSN.COM MALAY,https://www.msn.com/en-my/money/topstories/telcos-developers-set-to-gain-from-data-centre-boom-cimb-kaf/ar-BB1hhbUw,positive,Time,Time,PR Value,11200.0
1,Online Media,2024-03-02,Malaysia Data Center Colocation Market Report 2024: Supply & Demand Analysis 2023-2029 - Coverage o,"Enterprise, Wholesale, or Public Sector",Enterprise products,CRISIS MANAGEMENT CENTRE,http://www.businesswire.com/news/home/20240202564374/en/Malaysia-Data-Center-Colocation-Market-Report-2024-Supply-Demand-Analysis-2023-2029---Coverage-of-32-Existing-Facilities-and-25-Upcoming-Facilities---ResearchAndMarkets.com,positive,Time,Time,PR Value,4000.0
2,Online Media,2024-07-02,Thailand Data Center Colocation Market Supply & Demand Analysis Report 2024-2029 Featuring Existing,"Enterprise, Wholesale, or Public Sector",Enterprise products,CRISIS MANAGEMENT CENTRE,http://www.businesswire.com/news/home/20240206835900/en/Thailand-Data-Center-Colocation-Market-Supply-Demand-Analysis-Report-2024-2029-Featuring-Existing-and-New-Players-Such-as-Telehouse-Evolution-AIS-Singtel-Gulf-Energy-Edge-CtrlS-Among-Others---ResearchAndMarkets.com,positive,Time,Time,PR Value,4000.0
3,Online Media,2024-08-02,Going high-tech to meet internet demands,All Categories,All products,THE SUN DAILY,https://thesun.my/local_news/going-high-tech-to-meet-internet-demands-LE12075835,positive,Time,Time,PR Value,2000.0
4,Online Media,2024-08-02,Going high-tech to meet internet demands,All Categories,All products,LUMI NEWS MALAYSIA,https://luminews.my/news/1954370,positive,Time,Time,PR Value,4000.0
5,Online Media,2024-02-13,"""Gamuda's IBS capabilities to help it secure data centre jobs in Klang Valley""","Enterprise, Wholesale, or Public Sector",Enterprise products,NST ONLINE - MY,https://www.nst.com.my/business/corporate/2024/02/1012713/gamudas-ibs-capabilities-help-it-secure-data-centre-jobs-klang,positive,Time,Time,PR Value,9600.0
6,Online Media,2024-02-13,What's Next For Gamuda? Data Centre Projects,"Enterprise, Wholesale, or Public Sector",Enterprise products,BUSINESS TODAY MY,https://www.businesstoday.com.my/2024/02/13/whats-next-for-gamuda-data-centre-projects/,positive,Time,Time,PR Value,4000.0
7,Online Media,2024-02-13,"""Gamuda's IBS capabilities to help it secure data centre jobs in Klang Valley""","Enterprise, Wholesale, or Public Sector",Enterprise products,KLSE SCREENER,https://www.klsescreener.com/v2/news/view/1276663/gamuda-039-s-ibs-capabilities-to-help-it-secure-data-centre-jobs-in-klang-valley,positive,Time,Time,PR Value,3200.0
8,Online Media,2024-02-13,RHB raises target price for Gamuda amid upbeat prospects on data centre market,"Enterprise, Wholesale, or Public Sector",Enterprise products,NEWSWAV.COM,https://newswav.com/article/rhb-raises-target-price-for-gamuda-amid-upbeat-prospects-on-data-centre-mar-A2402_VEcYXe,positive,Time,Time,PR Value,4000.0
9,Online Media,2024-02-13,RHB raises target price for Gamuda amid upbeat prospects on data centre market,"Enterprise, Wholesale, or Public Sector",Enterprise products,THE EDGE,https://theedgemalaysia.com/node/700685,positive,Time,Time,PR Value,4000.0
10,Online Media,2024-02-13,RHB raises target price for Gamuda amid upbeat prospects on data centre market,"Enterprise, Wholesale, or Public Sector",Enterprise products,KLSE SCREENER,https://www.klsescreener.com/v2/news/view/1276689/rhb-raises-target-price-for-gamuda-amid-upbeat-prospects-on-data-centre-market,positive,Time,Time,PR Value,3200.0
11,Online Media,2024-02-13,Gamuda - in a Sweet Spot to Leverage on Data Centre Growth,"Enterprise, Wholesale, or Public Sector",Enterprise products,I3INVESTOR MY,https://klse.i3investor.com/web/blog/detail/rhbinvest/2024-02-13-story-h-188506496-Gamuda_in_a_Sweet_Spot_to_Leverage_on_Data_Centre_Growth,positive,Time,Time,PR Value,16800.0
12,Online Media,2024-02-14,Gamuda eyes Klang Valley data centre jobs,"Enterprise, Wholesale, or Public Sector",Enterprise products,THE STAR ONLINE - MY,https://www.thestar.com.my/business/business-news/2024/02/14/gamuda-eyes-klang-valley-data-centre-jobs,positive,Time,Time,PR Value,22400.0
13,Online Media,2024-02-15,"Bursa Malaysia ends mixed, with FBM KLCI closing marginally lower","Enterprise, Wholesale, or Public Sector",Enterprise products,NST ONLINE - MY,https://www.nst.com.my/business/corporate/2024/02/1013740/bursa-malaysia-ends-mixed-fbm-klci-closing-marginally-lower,neutral,Time,Time,PR Value,9600.0
14,Online Media,2024-02-19,"TIME Introduces Emit Solar, Its All-In-One Solar Solution Service For Landed Houses","Enterprise, Wholesale, or Public Sector",Enterprise products,LOWYAT,https://www.lowyat.net/2024/316656/time-introduces-emit-solar-its-all-in-one-solar-solution-service-for-landed-houses/,positive,Time,Time,PR Value,16800.0
15,Online Media,2024-02-25,Ilmu Teknikal Analisis: Reversal Bearish Tweezer Top,"Enterprise, Wholesale, or Public Sector",Enterprise products,MAJALAH LABUR,https://www.majalahlabur.com/saham/technical-analysis/ilmu-teknikal-analisis-reversal-bearish-tweezer-top/,negative,Time,Time,PR Value,2000.0
16,Online Media,2024-02-26,"Brokers Digest: Local Equities - Engtex Group Bhd, Gamuda Bhd, ITMAX System Bhd, Infomina Bhd",All Categories,All products,THE EDGE,https://www.theedgemalaysia.com/node/701419,positive,Time,Time,PR Value,4000.0
17,Online Media,2024-02-26,"Brokers Digest: Local Equities - Engtex Group Bhd, Gamuda Bhd, ITMAX System Bhd, Infomina Bhd",All Categories,All products,NEWSWAV.COM,https://newswav.com/article/brokers-digest-local-equities-engtex-group-bhd-gamuda-bhd-itmax-system-bhd-A2402_EAjEpE,positive,Time,Time,PR Value,4000.0
18,Online Media,2024-02-29,Time dotCom Reports 9% Revenue Growth For FY2023,All Categories,All products,BUSINESS TODAY MY,https://www.businesstoday.com.my/2024/02/29/time-dotcom-reports-9-revenue-growth-for-fy2023/,positive,Time,Time,PR Value,4000.0
19,Online Media,2024-02-29,"TIME dotCom posts record profits, dividend for FY2023",All Categories,All products,NEWSWAV.COM,https://newswav.com/article/time-dotcom-posts-record-profits-dividend-for-fy2023-A2402_XRjo7K,neutral,Time,Time,PR Value,4000.0
20,Online Media,2024-02-29,"TIME dotCom posts record profits, dividend for FY2023",All Categories,All products,KLSE SCREENER,https://www.klsescreener.com/v2/news/view/1286087/TIME_dotCom_posts_record_profits_dividend_for_FY2023,neutral,Time,Time,PR Value,3200.0
21,Online Media,2024-02-29,"TIME dotCom posts record profits, dividend for FY2023",All Categories,All products,THE EDGE,https://www.theedgemalaysia.com/node/702940,neutral,Time,Time,PR Value,4000.0
22,Online Media,2024-02-29,TIME dotCom 2023财年净利和股息创纪录,All Categories,All products,NEWSWAV.COM,https://newswav.com/article/time-dotcom-2023%E8%B4%A2%E5%B9%B4%E5%87%80%E5%88%A9%E5%92%8C%E8%82%A1%E6%81%AF%E5%88%9B%E7%BA%AA%E5%BD%95-A2402_ABOgxt,neutral,Time,Time,PR Value,4000.0
23,Online Media,2024-02-29,TIME dotCom 2023财年净利和股息创纪录,All Categories,All products,THE EDGE,https://www.theedgemalaysia.com/node/702943,neutral,Time,Time,PR Value,4000.0
24,Online Media,2024-02-29,"MAHB, Bintulu Port, Affin Bank, Capital A, MRCB, Sarawak Oil Palms, CIMB, TIME dotCom, AirAsia X, D",All Categories,All products,THE EDGE,https://theedgemalaysia.com/node/702980,positive,Time,Time,PR Value,4000.0
1,Online Media,2024-01-03,"MAHB, Bintulu Port, Affin Bank, Capital A, MRCB, Sarawak Oil Palms, CIMB, TIME dotCom, AirAsia X, D",All Categories,All products,KLSE SCREENER,https://www.klsescreener.com/v2/news/view/1286221/mahb-bintulu-port-affin-bank-capital-a-mrcb-sarawak-oil-palms-cimb-time-dotcom-airasia-x-drb-hicom-s-p-setia-ihh-tropicana-genting-7-eleven-malaysia,positive,Time,Time,PR Value,3200.0
2,Online Media,2024-01-03,"MAHB, Bintulu Port, Affin Bank, Capital A, MRCB, Sarawak Oil Palms, CIMB, TIME dotCom, AirAsia X, D",All Categories,All products,NEWSWAV.COM,https://newswav.com/article/mahb-bintulu-port-affin-bank-capital-a-mrcb-sarawak-oil-palms-cimb-time-dot-A2402_xvuEkM,positive,Time,Time,PR Value,4000.0
3,Online Media,2024-01-03,"Trading ideas: MAHB, Affin Bank, Capital A, MRBC, Sarawak Oil Palms, CIMB, TIME dotcom, AAX, DRB-Hi",All Categories,All products,THE STAR ONLINE - MY,https://www.thestar.com.my/business/business-news/2024/03/01/trading-ideas-mahb-affin-bank-capital-a-mrbc-sarawak-oil-palms-cimb-time-dotcom-aax-drb-hicom-sp-setia-ihh-tropicana-and-genting,negative,Time,Time,PR Value,22400.0
4,Online Media,2024-01-03,"Trading ideas: MAHB, Affin Bank, Capital A, MRBC, Sarawak Oil Palms, CIMB, TIME dotcom, AAX, DRB-Hi",All Categories,All products,KLSE SCREENER,https://www.klsescreener.com/v2/news/view/1286319/trading-ideas-mahb-affin-bank-capital-a-mrbc-sarawak-oil-palms-cimb-time-dotcom-aax-drb-hicom-sp-setia-ihh-tropicana-and-genting,negative,Time,Time,PR Value,3200.0
5,Online Media,2024-01-03,"Trading ideas: MAHB, Affin Bank, Capital A, MRBC, Sarawak Oil Palms, CIMB, TIME dotcom, AAX, DRB-Hi",All Categories,All products,BERITAKINI,https://beritakini.biz/trading-ideas-mahb-affin-bank-capital-a-mrbc-sarawak-oil-palms-cimb-time-dotcom-aax-drb-hicom-sp-setia-ihh-tropicana-and-genting/,negative,Time,Time,PR Value,4000.0
6,Online Media,2024-01-03,Kenanga Today Highlights - 01 Mar 2024,All Categories,All products,I3INVESTOR MY,https://klse.i3investor.com/web/blog/detail/kenangaresearch/2024-03-01-story-h-187412878-Kenanga_Today_Highlights_01_Mar_2024,negative,Time,Time,PR Value,16800.0
7,Online Media,2024-01-03,Kenanga Today Highlights - 01 Mar 2024,All Categories,All products,I3INVESTOR,https://klse1.i3investor.com/blogs/kenangaresearch/2024-03-01-story-h-187412878-Kenanga_Today_Highlights_01_Mar_2024.jsp,negative,Time,Time,PR Value,2000.0
8,Online Media,2024-01-03,Mplus Market Pulse - 01 Mar 2024,All Categories,All products,I3INVESTOR,https://klse1.i3investor.com/blogs/MplusOnline/2024-03-01-story-h-187412824-Mplus_Market_Pulse_01_Mar_2024.jsp,positive,Time,Time,PR Value,2000.0
9,Online Media,2024-01-03,Mplus Market Pulse - 01 Mar 2024,All Categories,All products,I3INVESTOR MY,https://klse.i3investor.com/web/blog/detail/MplusOnline/2024-03-01-story-h-187412824-Mplus_Market_Pulse_01_Mar_2024,positive,Time,Time,PR Value,16800.0
10,Online Media,2024-01-03,Time DotCom - Cost Pressures; Downgrade to NEUTRAL,All Categories,All products,I3INVESTOR,https://klse1.i3investor.com/blogs/rhbinvest/2024-03-01-story-h-187412042-Time_DotCom_Cost_Pressures_Downgrade_to_NEUTRAL.jsp,positive,Time,Time,PR Value,2000.0
11,Online Media,2024-01-03,Time DotCom - Cost Pressures; Downgrade to NEUTRAL,All Categories,All products,I3INVESTOR MY,https://klse.i3investor.com/web/blog/detail/rhbinvest/2024-03-01-story-h-187412042-Time_DotCom_Cost_Pressures_Downgrade_to_NEUTRAL,positive,Time,Time,PR Value,16800.0
12,Online Media,2024-01-03,"MAHB, Bintulu Port, Affin Bank, Capital A, MRCB, Sarawak Oil Palms, CIMB, TIME dotCom, AirAsia X, D",All Categories,All products,JOHOR BIZ NETWORK,https://www.johorbiznet.com/2024/03/01/mahb-bintulu-port-affin-bank-capital-a-mrcb-sarawak-oil-palms-cimb-time-dotcom-airasia-x-drb-hicom-s-p-setia-ihh-tropicana-genting-7-eleven-malaysia-the-edge-malaysia/,neutral,Time,Time,PR Value,6000.0
13,Online Media,2024-01-03,"1 MAC 2024 SAMBUTAN HARI HASIL KE-28: PENDEKATAN INSANI, MENDOKONG ASPIRASI MALAYSIA MADANI",All Categories,All products,MEDIA RELATIONS AND EVENT MANAGEMENT,http://mrembm.bernama.com/viewsm.php?idm=17948,positive,Time,Time,PR Value,10000.0
14,Online Media,2024-03-03,Sambutan Hari HASiL Ke-28 Pada 1 Mac 2024,All Categories,All products,SIAKAP KELI,https://siakapkeli.my/2024/03/03/sambutan-hari-hasil-ke-28-pada-1-mac-2024,positive,Time,Time,PR Value,9600.0
15,Online Media,2024-02-03,Loke: Putrajaya to restore cabotage exemption for foreign cable repair vessels,"Enterprise, Wholesale, or Public Sector",Enterprise products,MSN.COM MALAY,https://www.msn.com/en-my/money/topstories/loke-putrajaya-to-restore-cabotage-exemption-for-foreign-cable-repair-vessels/ar-BB1j9Nw9,positive,Time,Time,PR Value,11200.0
16,Online Media,2024-04-03,Taraf saranan TIME diturunkan kepada ‘neutral' selepas prestasi FY23 di bawah jangkaan – RHB Invest,All Categories,All products,DAGANG NEWS,https://www.dagangnews.com/index.php/article/taraf-saranan-time-diturunkan-kepada-neutral-selepas-prestasi-fy23-di-bawah-jangkaan-rhb-investment-35447,positive,Time,Time,PR Value,4000.0
17,Online Media,2024-08-03,"PNB, EPF bag RM12.55b in FY2023 dividends from top 50 PLCs",All Categories,All products,THE EDGE,https://www.theedgemalaysia.com/node/703838,positive,Time,Time,PR Value,4000.0
18,Online Media,2024-08-03,"PNB, EPF bag RM12.55b in FY2023 dividends from top 50 PLCs",All Categories,All products,KLSE SCREENER,https://www.klsescreener.com/v2/news/view/1290441/pnb-epf-bag-rm12-55b-in-fy2023-dividends-from-top-50-plcs,positive,Time,Time,PR Value,3200.0
19,Online Media,2024-08-03,"PNB, EPF bag RM12.55b in FY2023 dividends from top 50 PLCs",All Categories,All products,I3INVESTOR MY,https://klse.i3investor.com/web/blog/detail/savemalaysia/2024-03-08-story-h-186605643-PNB_EPF_bag_RM12_55b_in_FY2023_dividends_from_top_50_PLCs,positive,Time,Time,PR Value,16800.0
20,Online Media,2024-08-03,"PNB, EPF bag RM12.55b in FY2023 dividends from top 50 PLCs",All Categories,All products,I3INVESTOR,https://klse1.i3investor.com/blogs/savemalaysia/2024-03-08-story-h-186605643-PNB_EPF_bag_RM12_55b_in_FY2023_dividends_from_top_50_PLCs.jsp,positive,Time,Time,PR Value,2000.0
21,Online Media,2024-08-03,"PNB, EPF bag RM12.55 bil in FY2023 dividends from top 50 PLCs",All Categories,All products,NEWSWAV.COM,https://newswav.com/article/pnb-epf-bag-rm12-55b-in-fy2023-dividends-from-top-50-plcs-A2403_JX9KHz,positive,Time,Time,PR Value,4000.0
22,Online Media,2024-12-03,MyIX Offers New Network Infrastructure Training Programme,"Enterprise, Wholesale, or Public Sector",Enterprise products,TECHBARISSTA,https://www.techbarrista.com/myix-offers-new-network-infrastructure-training-programme/,positive,Time,Time,PR Value,4000.0
23,Online Media,2024-12-03,MyIX Boosts CSR With Network Infrastructure Training Programme,"Enterprise, Wholesale, or Public Sector",Enterprise products,BIZVANTAGE 360,https://www.bizvantage360.com/myix-boosts-csr-with-network-infrastructure-training-programme/,positive,Time,Time,PR Value,6000.0
24,Online Media,2024-12-03,MyIX introduces Network Infrastructure Training Programme as part of National CSR efforts,"Enterprise, Wholesale, or Public Sector",Enterprise products,BUSINESS TODAY MY,https://www.businesstoday.com.my/2024/03/12/myix-introduces-network-infrastructure-training-programme-as-part-of-national-csr-efforts/,positive,Time,Time,PR Value,4000.0
25,Online Media,2024-12-03,MyIX Trains 25 Participant in Network Infrastructure Training Programme,"Enterprise, Wholesale, or Public Sector",Enterprise products,BUSINESS CIRCLE KL,https://www.businesscirclekl.com/myix-trains-25-participant-in-network-infrastructure-training-programme/,positive,Time,Time,PR Value,2000.0
