Date,brand,category,product,retail_price,currency
12/11/2023,Time,Fibre to the Home,2Gbps,379.00,MYR
19/11/2023,Time,Fibre to the Home,2Gbps,379.00,MYR
26/11/2023,Time,Fibre to the Home,2Gbps,379.00,MYR
3/12/2023,Time,Fibre to the Home,2Gbps,379.00,MYR
10/12/2023,Time,Fibre to the Home,2Gbps,379.00,MYR
17/12/2023,Time,Fibre to the Home,2Gbps,379.00,MYR
24/12/2023,Time,Fibre to the Home,2Gbps,379.00,MYR
31/12/2023,Time,Fibre to the Home,2Gbps,379.00,MYR
7/1/2024,Time,Fibre to the Home,2Gbps,379.00,MYR
14/1/2024,Time,Fibre to the Home,2Gbps,379.00,MYR
21/1/2024,Time,Fibre to the Home,2Gbps,379.00,MYR
28/1/2024,Time,Fibre to the Home,2Gbps,379.00,MYR
4/2/2024,Time,Fibre to the Home,2Gbps,379.00,MYR
11/2/2024,Time,Fibre to the Home,2Gbps,379.00,MYR
18/2/2024,Time,Fibre to the Home,2Gbps,379.00,MYR
25/2/2024,Time,Fibre to the Home,2Gbps,379.00,MYR
3/3/2024,Time,Fibre to the Home,2Gbps,379.00,MYR
10/3/2024,Time,Fibre to the Home,2Gbps,379.00,MYR
17/3/2024,Time,Fibre to the Home,2Gbps,379.00,MYR
24/3/2024,Time,Fibre to the Home,2Gbps,379.00,MYR
31/3/2024,Time,Fibre to the Home,2Gbps,379.00,MYR
7/4/2024,Time,Fibre to the Home,2Gbps,379.00,MYR
14/4/2024,Time,Fibre to the Home,2Gbps,379.00,MYR
21/4/2024,Time,Fibre to the Home,2Gbps,379.00,MYR
28/4/2024,Time,Fibre to the Home,2Gbps,379.00,MYR
5/5/2024,Time,Fibre to the Home,2Gbps,379.00,MYR
12/5/2024,Time,Fibre to the Home,2Gbps,379.00,MYR
19/5/2024,Time,Fibre to the Home,2Gbps,379.00,MYR
26/5/2024,Time,Fibre to the Home,2Gbps,379.00,MYR
2/6/2024,Time,Fibre to the Home,2Gbps,379.00,MYR
9/6/2024,Time,Fibre to the Home,2Gbps,379.00,MYR
16/6/2024,Time,Fibre to the Home,2Gbps,379.00,MYR
23/6/2024,Time,Fibre to the Home,2Gbps,379.00,MYR
30/6/2024,Time,Fibre to the Home,2Gbps,379.00,MYR
7/7/2024,Time,Fibre to the Home,2Gbps,379.00,MYR
14/7/2024,Time,Fibre to the Home,2Gbps,379.00,MYR
21/7/2024,Time,Fibre to the Home,2Gbps,379.00,MYR
28/7/2024,Time,Fibre to the Home,2Gbps,379.00,MYR
4/8/2024,Time,Fibre to the Home,2Gbps,379.00,MYR
11/8/2024,Time,Fibre to the Home,2Gbps,379.00,MYR
18/8/2024,Time,Fibre to the Home,2Gbps,379.00,MYR
25/8/2024,Time,Fibre to the Home,2Gbps,379.00,MYR
1/9/2024,Time,Fibre to the Home,2Gbps,379.00,MYR
8/9/2024,Time,Fibre to the Home,2Gbps,379.00,MYR
15/9/2024,Time,Fibre to the Home,2Gbps,379.00,MYR
22/9/2024,Time,Fibre to the Home,2Gbps,379.00,MYR
29/9/2024,Time,Fibre to the Home,2Gbps,379.00,MYR
6/10/2024,Time,Fibre to the Home,2Gbps,379.00,MYR
13/10/2024,Time,Fibre to the Home,2Gbps,379.00,MYR
20/10/2024,Time,Fibre to the Home,2Gbps,379.00,MYR
